Restaurant_seq_ID,restaurant_ID,restaurant_name,country_code,Country,city,Address,locality,locality_verbose,restaurant_latitude,restaurant_longitude,cuisines,average_cost_for_two,currency,has_table_booking,has_online_delivery,is_delivering_now,switch_to_order_menu,price_range,aggregate_rating,rating_color,rating_text,rating_votes
1,4,China 1,17,Dummy,Dummy,"G 05, Morya Landmark 1, Off Link Road, Andheri Lokhandwala, Andheri West, Mumbai, AAAA, Dummy",AAAA,"AAAA, Dummy",73.990000,28.880000,"Chinese, Indian",400,,N,N,N,N,4,0.0,CBCBC8,Not rated,0
2,21,The Golconda Bowl - hilton,17,Dummy,Dummy,"48, 1st Floor, Above CCD, JVPD Scheme, Vile Parle West, Mumbai, AAAA, Dummy",AAAA,"AAAA, Dummy",0.000000,0.000000,"North Indian, Biryani",2500,,N,N,N,N,4,0.0,CBCBC8,Not rated,0
3,42,Salt Water Cafe,17,Dummy,Dummy,"82, Nagin Mahal, Veer Nariman Road, Opposite Gaylords, Churchgate, Mumbai, AAAA, Dummy",AAAA,"AAAA, Dummy",0.000000,0.000000,"North Indian, Chinese, Cafe",1500,,N,N,N,N,4,0.0,CBCBC8,Not rated,0
4,53,Amber,1,India,New Delhi,"N-19, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",28.630197,77.220891,"North Indian, Chinese, Mughlai",1800,Rs.,Y,Y,N,N,3,2.6,FFBA00,Average,152
5,55,Berco's,1,India,New Delhi,"G-2/43, Middle Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",28.632452,77.217298,"Chinese, Thai",1100,Rs.,Y,Y,N,N,3,3.9,9ACD32,Good,2639
6,60,Colonel's Kababz,1,India,New Delhi,"29, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",28.574036,77.230591,"North Indian, Mughlai",900,Rs.,Y,N,N,N,2,3.2,CDD614,Average,600
7,64,Diva - The Italian Restaurant,1,India,New Delhi,"M-8A, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",28.534202,77.243186,Italian,2500,Rs.,Y,Y,N,N,4,3.8,9ACD32,Good,372
8,65,Drums of Heaven,1,India,New Delhi,"S-14, Green Park Extension, Green Park, New Delhi",Green Park,"Green Park, New Delhi",28.558018,77.205934,"Chinese, Seafood, Thai",1800,Rs.,Y,Y,N,N,3,3.5,9ACD32,Good,234
9,66,Embassy,1,India,New Delhi,"11-D, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",28.633679,77.221003,"North Indian, Continental, European",2000,Rs.,Y,Y,N,N,4,3.5,9ACD32,Good,706
10,67,Fa Yian,1,India,New Delhi,"A-25/5, Middle Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",28.632811,77.217298,Chinese,1200,Rs.,Y,N,N,N,3,4.0,5BA829,Very Good,412
11,69,Chungwa,1,India,New Delhi,"M-34, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",28.533914,77.243138,"Chinese, Thai, Seafood",1100,Rs.,Y,Y,N,N,3,3.3,CDD614,Average,489
12,73,Ichiban,1,India,New Delhi,"9, Pandara Road Market, New Delhi",Pandara Road Market,"Pandara Road Market, New Delhi",28.608071,77.229789,"Chinese, Thai, Japanese",1200,Rs.,Y,Y,N,N,3,3.9,9ACD32,Good,768
13,89,Naivedyam,1,India,New Delhi,"Shop 1, Hauz Khas Village, New Delhi",Hauz Khas Village,"Hauz Khas Village, New Delhi",28.555157,77.195275,South Indian,500,Rs.,N,Y,N,N,2,4.2,5BA829,Very Good,1627
14,93,Princess Garden,1,India,New Delhi,"E-32, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",28.568428,77.219229,"Chinese, North Indian",1200,Rs.,Y,N,N,N,3,2.7,FFBA00,Average,31
15,103,Veg Gulati,1,India,New Delhi,"8, Pandara Road Market, New Delhi",Pandara Road Market,"Pandara Road Market, New Delhi",28.608072,77.229806,North Indian,1200,Rs.,N,Y,N,N,3,3.8,9ACD32,Good,600
16,104,Woks - The Lalit New Delhi,1,India,New Delhi,"The Lalit, Barakhamba Avenue, Barakhamba Road, New Delhi","The Lalit New Delhi, Barakhamba Road","The Lalit New Delhi, Barakhamba Road, New Delhi",28.631407,77.227277,"Chinese, Seafood",4500,Rs.,Y,N,N,N,4,3.6,9ACD32,Good,62
17,112,Lotus Pond,1,India,New Delhi,"K-185, Surai Jullena, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",28.561641,77.270476,"Chinese, Seafood, Asian",1800,Rs.,Y,Y,N,N,3,4.2,5BA829,Very Good,391
18,131,Chopsticks,1,India,New Delhi,"The Village Restaurant Complex, Next to Sirifort Auditorium, Khel Gaon Marg, New Delhi","The Village Restaurant Complex, Khel Gaon Marg","The Village Restaurant Complex, Khel Gaon Marg, New Delhi",28.552544,77.213390,"Chinese, Thai",1700,Rs.,Y,Y,N,N,3,3.6,9ACD32,Good,350
19,134,Moti Mahal Delux,1,India,New Delhi,"11, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",28.573594,77.230187,"North Indian, Mughlai, Chinese",1000,Rs.,Y,Y,N,N,3,3.8,9ACD32,Good,130
20,143,Domino's Pizza,1,India,New Delhi,"M-42, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",28.633231,77.222896,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,3.7,9ACD32,Good,336
21,147,Subway,1,India,New Delhi,"M-57, 1st Floor, M Block Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",28.550522,77.234992,"American, Fast Food, Salad, Healthy Food",500,Rs.,N,Y,N,N,2,2.5,FFBA00,Average,115
22,148,Subway,1,India,New Delhi,"3, Satyam Cineplex, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",28.550175,77.251157,"American, Fast Food, Salad, Healthy Food",500,Rs.,N,N,N,N,2,3.6,9ACD32,Good,142
23,149,Subway,1,India,New Delhi,"54, The India Mall, Community Centre, New Friends Colony, New Delhi","The India Mall, New Friends Colony","The India Mall, New Friends Colony, New Delhi",28.561470,77.268517,"American, Fast Food, Salad, Healthy Food",500,Rs.,N,Y,N,N,2,1.9,DE1D0F,Poor,146
24,154,Subway,1,India,New Delhi,"8-C, Khan Market, New Delhi",Khan Market,"Khan Market, New Delhi",28.599860,77.226010,"American, Fast Food, Salad, Healthy Food",500,Rs.,N,Y,N,N,2,3.7,9ACD32,Good,188
25,157,Subway,1,India,Gurgaon,"SG-102, Ground Floor, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",28.467614,77.081404,"American, Fast Food, Salad, Healthy Food",500,Rs.,N,N,N,N,2,2.5,FFBA00,Average,125
26,158,Subway,1,India,Gurgaon,"Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",28.475689,77.093087,"American, Fast Food, Salad, Healthy Food",500,Rs.,N,N,N,N,2,3.1,CDD614,Average,46
27,159,Subway,1,India,Gurgaon,"Shop 4A, 3rd Floor, Food Court, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",28.480476,77.080212,"American, Fast Food, Salad, Healthy Food",500,Rs.,N,Y,N,N,2,3.3,CDD614,Average,81
28,166,Punjabi By Nature,1,India,Noida,"P-19, Sector 18, Noida",Sector 18,"Sector 18, Noida",28.569006,77.324842,"North Indian, Mughlai",2000,Rs.,Y,Y,N,N,4,3.7,9ACD32,Good,770
29,171,McDonald's,1,India,New Delhi,"Community Centre, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",28.557486,77.163656,"Fast Food, Burger",500,Rs.,N,Y,N,N,2,3.5,9ACD32,Good,202
30,175,McDonald's,1,India,New Delhi,"Shop 2, PVR Anupam Complex, Community Centre, Saket, New Delhi",PVR Anupam Complex,"PVR Anupam Complex, New Delhi",28.523354,77.207650,"Fast Food, Burger",500,Rs.,N,Y,N,N,2,3.6,9ACD32,Good,219
31,176,McDonald's,1,India,New Delhi,"Shop 23, Central Market, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",28.670339,77.133176,"Fast Food, Burger",500,Rs.,N,Y,N,N,2,3.7,9ACD32,Good,141
32,177,McDonald's,1,India,New Delhi,"P-14, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",28.632313,77.216411,"Fast Food, Burger",500,Rs.,N,N,N,N,2,3.8,9ACD32,Good,388
33,179,McDonald's,1,India,New Delhi,"BG-02, Ansal Plaza Mall, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Ansal Plaza Mall, Khel Gaon Marg, New Delhi",28.562555,77.224359,"Fast Food, Burger",500,Rs.,N,Y,N,N,2,3.4,CDD614,Average,48
34,180,McDonald's,1,India,New Delhi,"F-14 & 15, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi",28.705947,77.190122,"Fast Food, Burger",500,Rs.,N,Y,N,N,2,3.6,9ACD32,Good,122
35,181,McDonald's,1,India,New Delhi,"Near Grindlays Cinema, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",28.561366,77.268936,"Fast Food, Burger",500,Rs.,N,Y,N,N,2,3.4,CDD614,Average,127
36,182,McDonald's,1,India,New Delhi,"42, Janpath, New Delhi",Janpath,"Janpath, New Delhi",28.626629,77.219206,"Fast Food, Burger",500,Rs.,N,Y,N,N,2,3.8,9ACD32,Good,158
37,185,McDonald's,1,India,New Delhi,"R 1, Janak Place, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",28.629937,77.081921,"Fast Food, Burger",500,Rs.,N,Y,N,N,2,3.6,9ACD32,Good,179
38,186,McDonald's,1,India,New Delhi,"2, Rachna Cinema Complex, Rajendra Place, New Delhi",Rajendra Place,"Rajendra Place, New Delhi",28.642674,77.177111,"Fast Food, Burger",500,Rs.,N,Y,N,N,2,3.4,CDD614,Average,91
39,188,McDonald's,1,India,New Delhi,"Vishal Cinema Complex, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",28.649981,77.120757,"Fast Food, Burger",500,Rs.,N,Y,N,N,2,3.7,9ACD32,Good,161
40,189,McDonald's,1,India,New Delhi,"ISBT, Railway Station, Kashmiri Gate, New Delhi",Kashmiri Gate,"Kashmiri Gate, New Delhi",28.667644,77.229334,"Fast Food, Burger",500,Rs.,N,N,N,N,2,3.3,CDD614,Average,132
41,191,McDonald's,1,India,New Delhi,"M2K, Manglam Palace, Rohini, New Delhi",Rohini,"Rohini, New Delhi",28.701002,77.116790,"Fast Food, Burger",500,Rs.,N,Y,N,N,2,3.4,CDD614,Average,108
42,192,McDonald's,1,India,New Delhi,"E-31/32, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",28.568446,77.219160,"Fast Food, Burger",500,Rs.,N,Y,N,N,2,3.6,9ACD32,Good,167
43,194,McDonald's,1,India,New Delhi,"M2K Multiplex, Community Centre, Road 44, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",28.689324,77.133101,"Fast Food, Burger",500,Rs.,N,Y,N,N,2,3.3,CDD614,Average,58
44,195,McDonald's,1,India,New Delhi,"9-B & C, Cross River Mall, Karkardooma, New Delhi","Cross River Mall, Karkardooma","Cross River Mall, Karkardooma, New Delhi",28.657631,77.302280,"Fast Food, Burger",500,Rs.,N,Y,N,N,2,3.4,CDD614,Average,77
45,196,McDonald's,1,India,New Delhi,"Shop 1, Plot 45, Satyam Cinema Complex, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",28.550175,77.251157,"Fast Food, Burger",500,Rs.,N,Y,N,N,2,3.7,9ACD32,Good,177
46,197,Domino's Pizza,1,India,New Delhi,"15/16/16-A, Plot 9-D, Aditya Mega Mall, Karkardooma, New Delhi","Aditya Mega Mall, Karkardooma","Aditya Mega Mall, Karkardooma, New Delhi",28.656453,77.301634,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,2.8,FFBA00,Average,83
47,198,Domino's Pizza,1,India,New Delhi,"2-4 & 25-27, Pocket B, Ground Floor, DDA Market, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,"Ashok Vihar Phase 3, New Delhi",28.692417,77.177817,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,3.2,CDD614,Average,101
48,199,Domino's Pizza,1,India,New Delhi,"A-1, DDA Shopping Complex, Near Moolchand Flyover, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",28.566159,77.233061,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,2.5,FFBA00,Average,78
49,201,Domino's Pizza,1,India,New Delhi,"18/27, East Patel Nagar Market, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",28.645340,77.172620,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,3.5,9ACD32,Good,119
50,202,Domino's Pizza,1,India,New Delhi,"M-83, Main Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",28.532187,77.242837,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,3.2,CDD614,Average,138
51,203,Domino's Pizza,1,India,New Delhi,"S-27, Ground Floor, Main Market, Green Park, New Delhi",Green Park,"Green Park, New Delhi",28.556600,77.202341,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,2.5,FFBA00,Average,238
52,209,Domino's Pizza,1,India,New Delhi,"C-7, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",28.536324,77.211528,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,2.3,FF7800,Poor,185
53,212,Domino's Pizza,1,India,New Delhi,"32-33, Grandlays Cinema Complex, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",28.561357,77.268846,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,2.8,FFBA00,Average,95
54,213,Domino's Pizza,1,India,New Delhi,"1 & 2, Block A-5 B, DDA Market, Paschim Vihar, New Delhi",Paschim Vihar,"Paschim Vihar, New Delhi",28.676861,77.104370,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,3.2,CDD614,Average,111
55,214,Domino's Pizza,1,India,New Delhi,"1 & 21 KD, Ground Floor, DDA Market, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",28.699259,77.139456,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,3.2,CDD614,Average,73
56,215,Domino's Pizza,1,India,New Delhi,"30, Aditya Arcade, Preet Vihar, New Delhi",Preet Vihar,"Preet Vihar, New Delhi",28.639333,77.294950,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,2.8,FFBA00,Average,102
57,216,Domino's Pizza,1,India,New Delhi,"27-28, Central Market West, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",28.671141,77.134360,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,3.2,CDD614,Average,112
58,217,Domino's Pizza,1,India,New Delhi,"J-2/20, Ground Floor, BK Dutta Market, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",28.647111,77.118649,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,3.5,9ACD32,Good,194
59,218,Domino's Pizza,1,India,New Delhi,"10/11, Garg Mall, Community Center, Rohini, New Delhi",Rohini,"Rohini, New Delhi",28.734810,77.114088,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,3.5,9ACD32,Good,123
60,219,Domino's Pizza,1,India,New Delhi,"11, PVR Anupam Complex, Community Centre",PVR Anupam Complex,"PVR Anupam Complex, New Delhi",28.523269,77.207552,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,2.5,FFBA00,Average,253
61,220,Domino's Pizza,1,India,New Delhi,"6-7, Commercial Shopping Complex, Shanti Niketan Marg, New Delhi",Shanti Niketan Marg,"Shanti Niketan Marg, New Delhi",28.577132,77.168408,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,2.8,FFBA00,Average,85
62,225,Domino's Pizza,1,India,Gurgaon,"UGF/RTC 9, Building 8, Tower C, DLF- 2, DLF Cyber City, Gurgaon",DLF Cyber City,"DLF Cyber City, Gurgaon",28.494525,77.089048,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,2.4,FF7800,Poor,125
63,226,Domino's Pizza,1,India,Gurgaon,"Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",28.475776,77.093083,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,2.8,FFBA00,Average,30
64,227,Domino's Pizza,1,India,Gurgaon,"G-4/5, Central Plaza Mall, Golf Course Road, Gurgaon","Central Plaza Mall, Golf Course Road","Central Plaza Mall, Golf Course Road, Gurgaon",28.442867,77.101007,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,3.4,CDD614,Average,104
65,230,Domino's Pizza,1,India,Gurgaon,"4-C, Ground Floor, Omaxe Gurgaon Mall, Sohna Road, Gurgaon",Omaxe Gurgaon Mall,"Omaxe Gurgaon Mall, Gurgaon",28.411395,77.043179,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,2.4,FF7800,Poor,112
66,234,Nirula's,1,India,New Delhi,"B-10, DDA Market, Vasant Kunj, New Delhi",Vasant Kunj,"Vasant Kunj, New Delhi",28.531431,77.153802,"Fast Food, North Indian, Desserts, Ice Cream",1100,Rs.,N,Y,N,N,3,3.0,CDD614,Average,145
67,249,Pizza Hut,1,India,New Delhi,"M-20, Outer Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",28.632218,77.222822,"Italian, Pizza, Fast Food",1000,Rs.,N,Y,N,N,3,3.5,9ACD32,Good,541
68,250,Pizza Hut,1,India,New Delhi,"FA 7 & 8, Metro Walk Mall, Sector 11, Rohini, New Delhi","Metro Walk Mall, Rohini","Metro Walk Mall, Rohini, New Delhi",28.724163,77.113684,"Italian, Pizza, Fast Food",1000,Rs.,N,N,N,N,3,2.8,FFBA00,Average,83
69,252,Pizza Hut,1,India,New Delhi,"V3S Mall, Laxmi Nagar, New Delhi","V3S Mall, Laxmi Nagar","V3S Mall, Laxmi Nagar, New Delhi",28.637001,77.286103,"Italian, Pizza, Fast Food",1000,Rs.,N,Y,N,N,3,2.4,FF7800,Poor,224
70,254,Pizza Hut,1,India,Gurgaon,"Centerpoint, A Block, Phase 1, Sushant Lok, Gurgaon",Sushant Lok,"Sushant Lok, Gurgaon",28.468406,77.074619,"Italian, Pizza, Fast Food",1000,Rs.,N,Y,N,N,3,2.8,FFBA00,Average,80
71,256,Pizza Hut,1,India,New Delhi,"12, PVR Anupam Complex, Community Centre",Saket,"Saket, New Delhi",28.523360,77.207607,"Italian, Pizza, Fast Food",1000,Rs.,N,Y,N,N,3,3.1,CDD614,Average,237
72,257,Pizza Hut,1,India,New Delhi,"G-5, Aggarwal Millenium Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi",28.694138,77.149640,"Italian, Pizza, Fast Food",1000,Rs.,N,Y,N,N,3,3.3,CDD614,Average,211
73,259,Pizza Hut,1,India,New Delhi,"S-32, Main Road Market, Green Park, New Delhi",Green Park,"Green Park, New Delhi",28.556346,77.202026,"Italian, Pizza, Fast Food",1000,Rs.,N,Y,N,N,3,3.3,CDD614,Average,276
74,261,Pizza Hut,1,India,New Delhi,"58, Janpath, New Delhi",Janpath,"Janpath, New Delhi",28.627511,77.219513,"Italian, Pizza, Fast Food",1000,Rs.,N,Y,N,N,3,3.4,CDD614,Average,116
75,262,Pizza Hut,1,India,New Delhi,"41, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",28.557509,77.164080,"Italian, Pizza, Fast Food",1000,Rs.,N,Y,N,N,3,3.1,CDD614,Average,161
76,267,Pizza Hut Delivery,1,India,New Delhi,"19-20, Grandlay Cinema Building, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",28.561357,77.268846,"Italian, Pizza, Fast Food",800,Rs.,N,Y,N,N,2,3.9,9ACD32,Good,189
77,270,Isabella,1,India,Gurgaon,"KG-5 C, Ground Floor, Tower C, Cyber Greens, DLF Cyber City, Gurgaon","Cyber Greens, DLF Cyber City","Cyber Greens, DLF Cyber City, Gurgaon",28.493723,77.092824,"North Indian, Mughlai, Chinese",700,Rs.,N,Y,N,N,2,2.8,FFBA00,Average,191
78,278,Nooba,1,India,Gurgaon,"Premises 2G, Building 10, Tower A, DLF Cyber City, Gurgaon",DLF Cyber City,"DLF Cyber City, Gurgaon",28.494248,77.087564,Chinese,1500,Rs.,N,N,N,N,3,3.8,9ACD32,Good,333
79,285,Not Just Paranthas,1,India,New Delhi,"M-84, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",28.532309,77.242662,North Indian,1100,Rs.,Y,Y,N,N,3,3.7,9ACD32,Good,487
80,305,Sagar Ratna,1,India,New Delhi,"18, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",28.573383,77.230322,"South Indian, North Indian, Chinese",600,Rs.,N,Y,N,N,2,4.0,5BA829,Very Good,782
81,306,Sagar Ratna,1,India,New Delhi,"24, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",28.573123,77.230412,"North Indian, Chinese",600,Rs.,N,Y,N,N,2,3.7,9ACD32,Good,308
82,308,Sagar Ratna,1,India,New Delhi,"Central Market, Masudpur, Vasant Kunj, New Delhi",Vasant Kunj,"Vasant Kunj, New Delhi",28.525131,77.155416,"South Indian, North Indian",600,Rs.,N,Y,N,N,2,2.8,FFBA00,Average,133
83,309,Sagar Ratna,1,India,New Delhi,"B-2/1, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Ashok Vihar Phase 2, New Delhi",28.693362,77.177948,"South Indian, North Indian, Chinese",600,Rs.,N,Y,N,N,2,2.7,FFBA00,Average,278
84,320,Sagar Ratna,1,India,New Delhi,"K-15, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",28.635683,77.220409,"South Indian, North Indian, Chinese",600,Rs.,N,Y,N,N,2,3.4,CDD614,Average,499
85,329,Viva Hyderabad,1,India,Gurgaon,"5, New Gurgaon Plaza, Old Delhi Road, Sector 14, Gurgaon",Sector 14,"Sector 14, Gurgaon",28.476412,77.044596,"Biryani, North Indian",600,Rs.,N,Y,N,N,2,2.5,FFBA00,Average,70
86,338,Sage,1,India,Gurgaon,"Food Court, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",28.480520,77.080123,"Pizza, Italian",900,Rs.,N,N,N,N,2,3.5,9ACD32,Good,205
87,345,Colonel's Kababz,1,India,New Delhi,"K 11, Som Vihar Apartments, R K Puram, New Delhi",R K Puram,"R K Puram, New Delhi",28.572432,77.173859,"North Indian, Mughlai",900,Rs.,Y,Y,N,N,2,3.2,CDD614,Average,67
88,349,"34, Chowringhee Lane",1,India,New Delhi,"G-37, Ground Floor, Westend Mall, Janakpuri, New Delhi","West End Mall, Janak Puri","West End Mall, Janak Puri, New Delhi",28.629900,77.080281,Fast Food,350,Rs.,N,N,N,N,1,3.4,CDD614,Average,86
89,351,"34, Chowringhee Lane",1,India,New Delhi,"93, Opposite Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",28.588405,77.168468,Fast Food,350,Rs.,N,N,N,N,1,3.5,9ACD32,Good,345
90,355,New Kadimi,1,India,New Delhi,"1 & 2, C-5A, Kadimi Market, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",28.615847,77.094420,"North Indian, South Indian, Chinese, Fast Food",600,Rs.,N,Y,N,N,2,2.5,FFBA00,Average,162
91,357,Bemisaal,1,India,New Delhi,"G-6, Janak Place, District Centre, Janakpuri, New Delhi","District Centre, Janakpuri","District Centre, Janakpuri, New Delhi",28.630110,77.080052,"North Indian, Chinese",800,Rs.,Y,Y,N,N,2,3.4,CDD614,Average,122
92,358,Halki Aanch,1,India,Gurgaon,"D-141, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon","Shopping Mall, DLF Phase 1","Shopping Mall, DLF Phase 1, Gurgaon",28.465631,77.099722,"North Indian, Chinese",700,Rs.,N,Y,N,N,2,3.3,CDD614,Average,64
93,384,Domino's Pizza,1,India,Noida,"C-2/22, Sector 18, Noida",Sector 18,"Sector 18, Noida",28.570282,77.324888,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,3.6,9ACD32,Good,547
94,385,Domino's Pizza,1,India,Noida,"B-1/55, Central Market, Sector 50, Noida",Sector 50,"Sector 50, Noida",28.569979,77.362104,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,2.4,FF7800,Poor,161
95,386,Domino's Pizza,1,India,Noida,"Lower Ground, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",28.597114,77.364908,"Pizza, Fast Food",700,Rs.,N,N,N,N,2,2.4,FF7800,Poor,98
96,387,Nirula's,1,India,Noida,"C-135, Near Sector 15 Metro Station, Sector 2, Noida",Sector 2,"Sector 2, Noida",28.582249,77.313513,"Fast Food, North Indian, Chinese, Desserts, Ice Cream",1100,Rs.,Y,Y,N,N,3,2.5,FFBA00,Average,221
97,390,Pizza Hut,1,India,Noida,"Ground Floor, Spice World Mall, Sector 25-A, Sector 25, Noida","Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",28.586410,77.341313,"Italian, Pizza, Fast Food",1000,Rs.,N,N,N,N,3,3.4,CDD614,Average,144
98,393,Pizza Hut,1,India,Noida,"Ground Floor, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",28.597342,77.364841,"Italian, Pizza, Fast Food",1000,Rs.,N,Y,N,N,3,3.3,CDD614,Average,113
99,394,Pizza Hut,1,India,Noida,"The Great India Place Mall, Sector 38 A, Noida, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",28.567249,77.325513,"Italian, Pizza, Fast Food",1000,Rs.,N,N,N,N,3,3.7,9ACD32,Good,189
100,395,Pizza Hut Delivery,1,India,Noida,"5-10 & 12, Parsvanath Plaza, G Block, Sector 27, Noida",Sector 27,"Sector 27, Noida",28.577548,77.328325,"Italian, Pizza, Fast Food",800,Rs.,N,Y,N,N,2,2.3,FF7800,Poor,62
101,396,McDonald's,1,India,Noida,"P-16, Atta Market, Sector 18, Noida",Sector 18,"Sector 18, Noida",28.569209,77.324328,Fast Food,500,Rs.,N,Y,N,N,2,3.9,9ACD32,Good,403
102,399,McDonald's,1,India,Noida,"A-79A, Savoy Suite, Sector 16, Noida",Sector 16,"Sector 16, Noida",28.580139,77.315705,"Fast Food, Burger",500,Rs.,N,Y,N,N,2,3.7,9ACD32,Good,135
103,404,Yo! China,1,India,New Delhi,"G-9, V3S Mall, Laxmi Nagar, New Delhi","V3S Mall, Laxmi Nagar","V3S Mall, Laxmi Nagar, New Delhi",28.636704,77.286034,Chinese,900,Rs.,Y,Y,N,N,2,2.0,FF7800,Poor,191
